	Sentence	Level
2636	I like my home because it is a beautiful home. It has a big garden and a good sitting room. 	A
2637	I like my front garden because it's very nice and warm. 	A
2638	They're nice people. 	A
2639	Hope to see you soon. 	A
2640	Hi! How are you? Hope you are fine. 	A
2641	It's warm and windy. 	A
2642	Now it 's 3 pm. 	B
2643	It is best to spend your time in the countryside. 	B
2644	It's boring to be at home when you have a lot of free time. 	B
2645	It's normal that your parents want you to go with them. 	B
2646	This shyness makes it hard for me to speak in public, or even to go out with my friends as often as I should. 	B
2647	Other retail companies with cheaper prices and lots of discounts make it impossible for us to do business. 	B
2648	Must rush now because I have to go out with Paul. 	B
2649	Sounds great. 	B
2650	Got to go now. 	B
2651	Can't wait to hear about your exam. 	B
2652	When you watch a film, it seems to be that you are inside it, and you are a character in it. 	B
2653	your company has carried out a full investigation on the matter and it appears that the disappearance was not the result of criminal activity. 	B
2654	It appears that there was an error with the older computer system. 	B
2655	If one doesn't live close enough to walk to work, one can choose to get there by bicycle or by car. 	B
2656	It was considered to be the most important thing to supply every computer with Internet and E-mail access 	C
2657	It is hoped that this report will help the club to improve and meet the needs of the whole school. 	C
2658	Firstly it was highlighted that so many people take advantage of the park, but our survey clearly contradicts this view. 	C
2659	It was my father who took all this away from me. 	C
2660	This is a very interesting place. 	A
2661	I'm very happy about this. 	A
2662	This is my number: 0754 567 78 51. 	A
2663	This is the information about the new art class: the class is on Fridays, and it starts at 4 pm and finishes at 6 pm. 	A
2664	Thank you for this. 	A
2665	I went shopping yesterday at Yalerias;. I bought three green T-shirts, a pair of sneakers and some socks. You might ask, why did I buy all this? 	A
2666	This is the best holiday I have ever had! 	A
2667	This is just a short note to ask you if you want to go with me to the ReggaRton's concert. 	A
2668	That was amazing. 	A
2669	After that, we can go and drink a cup of coffee and eat a piece of cake. 	A
2670	You know that blue is my favourite colour, so we are going to use that. 	A
2671	It has got a camera, and I like that. 	A
2672	They look really nice on me, that's why I bought them. 	A
2673	Please try to come after 4.30 because I won't be there before that. 	A
2674	That's great! 	A
2675	That's a pity! 	A
2676	That's a good idea! 	A
2677	That's all for now. 	A
2678	Well I think that's all. 	A
2679	To stay fit I'm eating lots of fruit and vegetables, but meat and fish, too. I think you should do this, too, if you haven't done it in the past. 	B
2680	People usually don't care about the cost. Because of this, weddings are more amazing. 	B
2681	My room seems to be very cold and very unfriendly. I think flowers and pictures change this. 	B
2682	Our department currently has a lot of work to do, because there are so many conferences to arrange, and it needs a person to be in charge of this. 	B
2683	These are the most important years for us as teenagers, and they have to be the best years! 	B
2684	These are the main things that I can tell you. 	B
2685	He is very clever and generous, and these are the things that I like most about him. 	B
2686	There are a few interesting and funny programmes like The Simpsons, Password or José Mota's hour. These are the only programmes I like watching. 	B
2687	I think that we have similar taste about things like these. 	B
2688	Most of my clothes are lemon, green or orange, those are my favourite colours! 	B
2689	Well, those are my ideas but you are the ones that are coming, and maybe you don't like the countryside. 	B
2690	Those are the things I like the most about her. 	B
2691	I don't really think I'd move, but if I had to, I would love to live in a city like Paris or Rome. I'm very keen on cities like those. 	B
2692	If you can't, you must choose one of these. 	B
2693	And we have to go to Sydney to see all of that. 	B
2694	There are a lot of programmes in my country, but only some of these are interesting. 	B
2695	I don't usually wear dresses but I had to buy this one because I am going to be in a singing competition. 	B
2696	 I have chosen that one because of my father and brother, they also like it. 	B
2697	This is only the beginning; there are a lot of things that should be done, but let's just start with these ones. 	B
2698	I have got several of those ones. 	B
2699	Moreover, for those who are not interested in sports and who prefer shopping, it would be a good idea to prevent cars and especially lorries from running in the center of the town. 	B
2700	In my opinion students should be forced to study all of the subjects, not only those which are enjoyable. 	B
2701	  Those that can be rebuilt wouldn't be demolished. 	B
2702	The opening hours of the store came in for a lot of praise, with 87% of those surveyed ranking it as good. 	B
2703	All those attending are requested to be on time. 	B
2704	It is widely known that the Russian educational system differs dramatically from that of the European, Asian or American countries. 	C
2705	The strength of our product is that it fits the customers' demands - especially those of middle-aged single consumers. 	C
2706	Therefore, I urge you to publish this letter and reconsider your opinions, which clearly do not reflect those of the general population. 	C
2707	 Some were cheap but some were expensive. 	A
2708	It lasts for 2 hours and we need to bring some erasers because they don't have any. 	A
2709	I saw a lot of people on the beach, some were playing football and some were sunbathing. 	A
2710	So, I think we will need more meat for the barbeque; if possible, you could bring some. 	A
2711	I can bring CDs if you need some. 	A
2712	Bring some good CDs. I don't have any. 	A
2713	Can you bring orange juice please? I don't have any. 	A
2714	 Did you take any? 	A
2715	There are a lot of functions but I don't know how to use all of them. 	A
2716	It was a brilliant party, and all of our school friends were there. All of them asked about you and they wanted to see you. 	A
2717	My uncle took all of us to the Eiffel Tower. 	A
2718	I've booked two tickets for both of us, so I hope you'll come. 	A
2719	The tickets cost £5 but I can pay for both of them. 	A
2720	 Both are going to keep you fit. 	B
2721	Both are very good films. 	B
2722	About going to the city or to the countryside, I think you'll enjoy both. 	B
2723	I am happy to select a few. 	B
2724	Well, in my country there are lots of programmes but only a few are interesting. 	B
2725	Moving from an area to another is not very simple, but there isn't a problem without a solution. 	B
2726	Of course some of them are closer than others but I love them all. 	B
2727	I have shot many photos with my new digital camera and I will send some of them by e-mail for you. 	B
2728	Children my age are playing too long with their computers.... But only a few of them. 	B
2729	So travelling is not at all a problem for any of us. 	B
2730	Please ensure each of them has a computer, and they can practise for at least half an hour after class. 	B
2731	As you could guess, each has a very unique style. 	B
2732	I would like to enquire if there will be one group or several depending on level of students? 	B
2733	Considering my abilities, there are several that I think you should consider. 	B
2734	Comparing the two firms, both of them go some way towards fulfilling our needs, but neither covers all. 	B
2735	 They are very clean and there are enough so you don't have to wait. 	B
2736	Stella and her boyfriend, ... lived with Chuck at the same house, but neither of them knew that Chuck had passed a very complicated exam to be a spy for the United States. 	B
2737	Neither of us could forsee any possible rise or fall in the price of wheat. 	B
2738	How about spending the last couple of days doing some activities like skiing, horse riding and rafting. If you are interested in either of them, have a go. 	B
2739	We didn't know what they wanted. and none of us spoke any Italian. 	B
2740	As for disadvantages, in fact, I see none. 	C
2741	As for social life organized by the school, there was none . 	C
2742	The costs saved without external consultants would be higher than the costs for this course . Opportunity costs: None. 	C
2743	I started learning the language when I was seven. Problems when using English? None. 	C
2744	Few people stop to think about what they are really doing, and few are motivated to work at all. 	C
2745	Few denied that it was one of the most thrilling and fascinating activities we tried the whole week. 	C
2746	Many express their satisfaction and claim to have acquired a great number of new skills. 	C
2747	Many say that extreme sports attract only those who are addicted to adrenaline or those who have nothing to lose. 	C
2748	Some of the students have a few comments. Most were concerned with the planning of the timetable and I hope there may be some changes this year. 	C
2749	It was on Thursday that I realized how many children were in the centre. There were too many and the day was extremely tiring. 	C
2750	Almost 5000 Greeks died that night, and very few managed to survive. 	C
2751	In recent years, the Internet, which used to be a luxury only used by the very few who had access to it, has become a means of exchanging information. 	C
2752	Sure, some of the motorists changed to bicycles or to public transport - but far too few. 	C
2753	The people of his time were amazed every time they saw his new inventions, some of which were enormous. 	C
2754	By and large, how we eat is influenced by several factors, some of which have nothing to do with your nationality. 	C
2755	I am aware that you have a different view on young people's preferences, but I hope this event could give you an opportunity to see some other aspects of young people, some of whom are very active in sports in our club. 	C
2756	Today we continue this tradition by organising lectures and exhibitions, generally open to the public, many of which deal with Hamburg-specific issues. 	C
2757	A lot has changed since prehistoric times. 	C
2758	A lot depends on your background. 	C
2759	Much has been said about the need for nuclear weapons, although after the end of USSR and consequently the end of the cold war, this topic was almost forgotten. 	C
2760	Much has been said about quality time, but children don't understand this concept, they only know whether you are there or you are not. 	C
2761	Many are the causes which have led us to a better and longer life. 	C
2762	Many are the examples of children who hate reading as they believe that it is pointless, but they are not able to judge from a young age. 	C
2763	 I chose the black one with the numbers in orange. 	A
2764	I bought a new pullover, because my old one is too small. 	A
2765	I like my present very much because I needed a new one. 	A
2766	I love blue so I bought the blue one. 	A
2767	It is easy to use and it is smaller than the old one. 	A
2768	It's better than the other one. 	A
2769	I have lots of presents, but my favourite one is a CD, Michael gave it to me. 	A
2770	My house is No.8 and it's the one with silver gates. 	A
2771	All my friends gave me a present but the one I liked best was John's. 	A
2772	Do you remember the one that we saw last week? 	A
2773	I bought a jacket because the other one that I had was too small, and a t-shirt to use in the summer. 	A
2774	My house is the first one on the left. 	A
2775	If you ask me which one I would choose, I would first go camping and then to Disneyland in Paris. 	B
2776	First of all, you should think of all the advantages and disadvantages of each option and if you want, you can write them on a piece of paper. This way you see which one is the best. 	B
2777	I met many old friends there, because I was in another judo club before this one and my friends and I left the old one to join the 1.JCF, because we heard that this one is the best in the whole of Frankfurt. 	B
2778	I'm thinking about buying a new desk because this one is very old. 	B
2779	I choose that one, because it is a very good and quiet place. 	B
2780	"This is the only part of ""Harry Potter"" movies which I don't have, and it's my favourite, so I'm going to buy that one. "	B
2781	My pillows are getting old and I need new ones. 	B
2782	To tell the truth, I prefer large schools to small ones. 	B
2783	We also need new armchairs, because a lot of the old ones are broken. 	B
2784	We should buy some new copiers and some new faxes because the old ones are very slow, and one copier is already broken. 	B
2785	I have seen many programs recently, but the ones that I liked best are the funny ones, and the science-fiction ones, because I like things that are unreal. 	B
2786	I also like watching films on Friday nights, there are some good ones on the first channel. 	B
2787	I've bought five new t-shirts, because I don't like my old ones anymore. 	B
2788	Weddings in our country? Well, they're pretty different from the ones in England. 	B
2789	Evil people, like the ones who did this, should die, or at least go to prison. 	B
2790	The products we received were not exactly the ones we ordered. 	B
2791	Our computers are out-dated and slow. I think we should replace them with new ones. 	B
2792	Large schools are usually better than small ones, because they offer more interesting activities. 	B
2793	This is only the beginning; there are a lot of things that should be done, but let's just start with these ones. 	B
2794	Beside those ones, there's also an equal number of individuals who get crippled for life. 	B
2795	Then I searched for a Coca-Cola, but I found none. 	B
2796	Although I was really disappointed, I managed to keep the presence of mind and think more carefully and calmly. The result? None! 	B
2797	We expected a social programme but there was none. 	C
2798	The odd thing about snowboarding in Russia ... is that there are very few mountains. In fact, there are none. 	C
2799	The costs saved without external consultants would be higher than the costs for this course. Opportunity costs: None. 	C
2800	The one that impressed me a lot is the Chinese Lunar New Year Carnival which was held in Hong Kong in January this year. 	C
2801	The one that I think will have permanent results is the raising of the financial standard of all these countries. 	C
2802	The ones that he preferred were those where his imagination could fly away to other places and times, and where he could live the life of other people. 	C
2803	The ones that wear clothes made by their mothers never seem to ask for much attention. 	C
2804	I like doing everything at College because I love my college ? 	A
2805	I like to eat everything. 	A
2806	I can clean your house and cook something for you. 	A
2807	If you need anything, please let me know. 	A
2808	I hope everything is all right. 	A
2809	 Everything is nice and green there. 	A
2810	 I need it because I have to call someone. 	A
2811	I invited everyone in the school but some people didn't come ? 	A
2812	I have borrowed it from somebody. 	A
2813	I bought them because someone stole my luggage at the airport. 	A
2814	When someone calls me, it rings with a very lovely song. 	A
2815	I liked the competition because it is an enjoyable game and everyone likes it. 	A
2816	You don't have to bring anything. 	A
2817	When I want to eat something in the night, I can't find anything because it is too dark. 	A
2818	Next weekend it's my mum's birthday party, so I needed something new to wear. 	A
2819	You need to wear something comfortable. 	A
2820	But I didn't find anything wrong . 	A
2821	You don't have to bring anything special. 	A
2822	Please, bring something to drink. 	A
2823	Bring some sweets and something to wear if you get cold. 	A
2824	I had to buy them because I didn't have anything to wear on my holidays. 	A
2825	Have you got something else to do on Saturday or can you come with me? 	A
2826	We have to bring some paints, but nothing else. 	A
2827	If you need anything else, you'll find it in the classroom. 	A
2828	I'm going to a rock concert on Saturday, but I have three tickets for two people 	A
2829	After the concert we can have a pizza or something else. 	A
2830	You do not have to bring any food, but I will pleased if you could bring something to drink -  wine, coke or something. 	A
2831	You can bring a cake or something like that. 	A
2832	I was so confused that I thought something was happening. 	B
2833	Unfortunately something has happened with the airplane's schedule, so I won't be able to arrive at 1.15 pm, as we agreed. 	B
2834	So I tried to call for help, but nobody answered. 	B
2835	I often watch TV, because my computer is broken and I have nothing to do. 	B
2836	? there was nothing on the wall. 	B
2837	It's a tennis club and the people there were all strangers for me, I didn't know anyone. 	B
2838	When I arrived at his house there wasn't anyone there. 	B
2839	He went everywhere in the world! 	B
2840	You can find absolutely anything, whatever you need. 	B
2841	I like to wear a T-shirt with jeans almost everywhere I go. 	B
2842	Nearly everyone I know sits at a computer all day. 	B
2843	But, nowadays nothing is free, so you have to pay for everything. 	B
2844	Her parents had told her everything weeks ago; she had cried and argued, but nothing could change her parents? opinion. 	B
2845	Yes it was Christmas, that's why everybody tried to smile. 	B
2846	Everywhere is green and clean. 	B
2847	When we came back home, everywhere was very untidy. 	B
2848	I searched my car to see if anything was missing. 	B
2849	Something that I like very much is the idea of the classes. 	B
2850	Something extra, which is not really pleasant, is their behavior. 	B
2851	Something really good about it is that it'd give us some work experience, which we don't have right now. 	B
2852	Everything that I believed changed and without any help I managed to write perfectly, according to my teacher. 	B
2853	Everyone who can use a computer can use the new products. 	B
2854	Is it worth having a nervous breakdown or anything like that? 	B
2855	My personal idea to help the environment is to try to plant more trees around the college, for example, in the zone behind the college or somewhere else. 	B
2856	Anything else can be attached too if needed. 	C
2857	Anything to show how happy you are for them will do. 	C
2858	Anything that puts you in contact with the English language is important. 	C
2859	Anything else you need, ask Sarah. 	C
2860	Anything you need in connection with my report, please don't hesitate to contact me. 	C
2861	Anything you want to ask me, feel free to do so. 	C
2862	My new mobile phone can do lots of things! You can play games, you can take pictures. 	A
2863	Let's say if you want to travel to China, you need to learn a little Chinese. 	A
2864	The television, I think, is like a box where one can find anything: rubbish and good things. 	B
2865	One more reason I like Singapore is that one sees cats everywhere.	B
2866	These days the car is everywhere, we can see cars all over the world. 	B
2867	In this film we can see the life of a female teenager ? in South-Africa. 	B
2868	We all know that being a writer is difficult; either we know how to write or we don't. 	B
2869	Some of us find it very useful, whereas others still have difficulty in accepting technology as a valuable thing for everyone. 	B
2870	 Zoos give us different opportunities to do that and so to understand nature. 	B
2871	If a student wants to make music there is no point teaching them science, but to be a good musician I think general knowledge is important as well . 	B
2872	If a child had free time, he/she would play on his/her own and not with other children. 	B
2873	Furthermore, if somebody wants to be a journalist, he or she has to have an enormous knowledge of the world and people, because sometimes they must act like psychologists in order to obtain pieces of information. 	B
2874	We go to the same school so we see each other every day. 	B
2875	First, we had to introduce each other by saying where we come from, which kind of job we are doing here, why we want to learn English. 	B
2876	He said the coach is really nice and that the first players get on well with each other. 	B
2877	We didn't use to talk to each other, but one day we started to talk and I discovered she was extremely friendly and nice. 	B
2878	I also thought to create a studying space where students, staff and visitors can meet one another. 	B
2879	Since we last saw one another many things have happened, but I must admit I have never enjoyed myself again the way I did when I was with you. 	B
2880	Perhaps it will help me understand what my two dogs say to one another. 	B
2881	Each person could be a help to the other. 	C
2882	They all seem to mean exactly the same but if you study them more carefully, you realize that each of them differs from the others in tiny details that can be relevant. 	C
2883	Generally speaking, each individual is different from the others. 	C
2884	Each of them admires the other's intelligence. 	C
2885	As regards other aspects of my upbringing my parents taught me the importance of having all the family together, each one helping the others, each one loving the others. 	C
2886	Can you bring some food or drinks for the dinner? 	A
2887	Is it cheap or expensive for you? 	A
2888	We can chat or watch a film. 	A
2889	Is this area in the city or in the countryside? 	B
2890	Do you feel more sympathy for your friends or your parents? 	B
2891	Shall we buy him a book, a CD or something else? 	B
2892	Poetry, history or something else? 	B
2893	Are you still with him or did you two break up? 	B
2894	Should I go there and talk to her or should I stay here? 	B
2895	What do you think about going for walks or jogging in your breaks? 	B
2896	For a few seconds he was quiet. I couldn't wait, I asked nervously about his exam, did he pass or not? 	B
2897	Do you want to do that or not? 	B
2898	Do you agree with me or not? 	B
2899	Will you be there till that time or not? 	B
2900	Is this new industry a blessing for the region or the exact opposite? 	C
2901	Maybe you could hand out toys or show a movie? 	C
2902	Maybe you will be able to arrange another excursion this year or provide more time there? 	C
2903	Is it not better to take the television away or stop them going to the cinema? 	C
2904	Do you enjoy reading, find it a waste of time or have an indifferent attitude to it? 	C
2905	Is he going to give it back to me or show it to everybody? 	C
2906	You don't know where I live, do you? 	A
2907	It differs from the story which you told me, doesn't it? 	A
2908	It's fantastic, isn't it? 	A
2909	It cost £30, it was not too expensive, was it? 	A
2910	I mean, your parents don't like discos, do they? 	B
2911	Doesn't sound interesting, does it? 	B
2912	He is not important, is he? 	B
2913	That isn't normal, is it? 	B
2914	You haven't been to my house before, have you? 	B
2915	We haven't met each other for about 1 year, have we? 	B
2916	And so you're moving to a different area, aren't you? 	B
2917	You love books, don't you? 	B
2918	It sounds peaceful, doesn't it? 	B
2919	We've arranged to meet at 12, haven't we? 	B
2920	I think it would be fantastic, wouldn't it? 	B
2921	When you come back, we should rent some movies, shouldn't we? 	B
2922	You'll see the programme on the 23rd of August, won't you? 	B
2923	We could go on holiday together, couldn't we? 	B
2924	Your boyfriend is also 16, is he? 	B
2925	You bought new black clothes, did you? 	B
2926	You are 14 years old, right? 	B
2927	I think you asked if I liked shopping for clothes, right? 	B
2928	You asked me for some help, right? 	B
2929	They're black, right? 	B
2930	Think about it, will you? 	B
2931	Go to the Lake Frene route, will you? 	B
2932	Let's check together, shall we? 	B
2933	As you put it that way, there isn't much of a difference with our time, is there? 	C
2934	But there is always something you can improve, isn't there? 	C
2935	How was your dinner yesterday? 	A
2936	How are you, my friend? 	A
2937	Where are you, men? 	A
2938	What do you think? 	A
2939	What did you do yesterday? 	A
2940	Where did you go? 	A
2941	How do you know? 	A
2942	Why don't you buy it? 	A
2943	How have you been? 	A
2944	What have you brought for me? 	A
2945	Who are you going with? 	A
2946	When are you coming here? 	A
2947	Where are you going? 	A
2948	What will you bring? 	A
2949	What can I do? 	A
2950	How can I help you? 	A
2951	How will you get here? 	A
2952	When can I visit you? 	A
2953	When can we meet? 	A
2954	Why don't we watch a film? 	A
2955	Why don't you come with me? 	A
2956	Why can't you do both things? 	B
2957	Why couldn't I control myself? 	B
2958	You still have this agonising headache. Why don't you go to your doctor? 	B
2959	Why didn't you check with the ticket office first before you wrote your article? 	B
2960	Why didn't you say something about it? 	B
2961	Why haven't you told me before? 	B
2962	Nevertheless, we still give presents because we really want to. You can recognize them normally very fast! They are the ones which are unexpected and made with lots of love. So what makes a good present? From my point of view, the best presents are personal and fitted to the individual. 	C
2963	The other very serious problem in connection with cars is pollution, which is the cause of more diseases and problems than we realise at the moment. But what are the alternatives? Berlin has a well-structured and functioning subway? 	C
2964	Some of them are coin operated but some are magnetic-card operated. Use these coin-operated ones because to call from the other ones, you should buy a magnetic card, which is only possible in post offices. What else can I tell you? If you want anything to drink or to eat after your arrival, there are restaurants at the airport. 	C
2965	Can you come to dinner in my house? 	A
2966	I can't find my CD, can you bring some music please? 	A
2967	Are you ok? 	A
2968	Where is your dog? Is it ok? 	A
2969	Are you ready? 	A
2970	Could you meet me at my home at 7 pm? 	A
2971	Could you look for it? 	A
2972	Would you like to go with me to the U2 concert? 	A
2973	Will you come with me? 	A
2974	My favourite song is 'Viva la vida'. Do you know it? 	A
2975	My bedroom will be blue!! I love this colour!! Do you like it? 	A
2976	Yesterday, I went to buy some new clothes at the new store that is opposite my house, do you remember it? 	A
2977	Did you see the football match last night? 	A
2978	Are you going to come? 	A
2979	Are you feeling better? 	A
2980	Are you going to the new art class? 	A
2981	Are you doing anything on Friday? 	A
2982	I've just watched a football competition with my family and friends. Have you watched it? 	A
2983	I left my mobile in your house, have you seen it? 	A
2984	Aren't you excited about it? 	B
2985	Isn't he sweet? 	B
2986	 Isn't it in the mountains? 	B
2987	Don't you think so? 	B
2988	Don't you like any programmes? 	B
2989	Don't you think she would be happy? 	B
2990	Don't you know me? 	B
2991	Haven't you seen it yet? 	B
2992	Haven't they got their own style? 	B
2993	Wouldn't you like to come? 	B
2994	I'm going to a picnic next Saturday with my parents, won't you come with us? 	B
2995	Can't you make both? 	B
2996	Finally two days ago I found it in my pocket! It's funny! Don't you think? 	B
2997	They're filming a part of Harry Potter at our school, because our main building is very old. Isn't that great? 	B
2998	You can even just relax and sunbathe while you drink a nice, cold lemonade. Wouldn't that be amazing? 	B
2999	While we were there, there was also a concert and I got to see Rihanna and Chris Brown! Isn't that awesome? 	B
3000	Do we not want our children to be as happy as possible? 	C
3001	Is it not too easy to put the blame systematically on our education? 	C
3002	Is it not possible to have this, though maybe on a smaller scale, in our everyday living right where we spend the majority of our time on earth? 	C
3003	Are they not aware of the negative effects the use of cars has on cities? 	C
3004	Can it not, sometimes, be harmful to the world? 	C
3005	I'm looking forward to seeing you! 	A
3006	I look forward to hearing from you. 	A
3007	I am looking forward to our meeting. 	A
3008	I could catch up with the work I miss after school from 3 to 4. 	B
3009	They interviewed and filmed pupils and teachers to find out how they get on with each other. 	B
3010	I'd better stop now and get on with my studying. 	B
3011	I think that if you want to have a peaceful holiday, you should get away from the city and enjoy the countryside, enjoy nature. 	B
3012	So you had better go walking or join a club, but don't forget to keep away from junk food. 	B
3013	I can look up to someone in admiration if he 	B
3014	Other people will see you as a knowledgeable person and they will look up to you. 	B
3015	You should face up to the problem and tell everybody the truth, that you are working too hard. 	B
3016	We couldn't just swim and eat ice-cream every day of our summer vacation, so we sat down and came up with the craziest idea ever. 	B
3017	Anyway, let me tell you what ideas I came up with. 	C
3018	Sometimes in order to feel confident and to be inspired we need a person to look up to. 	C
3019	This you will have to look out for. 	C
3020	This shows her superficiality, which Kingshaw cannot put up with. 	C
3021	Firstly, let me express that the situation you describe is certainly not something my client could easily put up with. 	C
3022	It is widely accepted that being a loyal and trusted individual means that the people around us can trust us or let us in on a secret. 	C
3023	I listen to music in the living room, and also eat my breakfast, lunch and dinner. 	A
3024	I can look after her if she needs to do shopping and cleaning. 	A
3025	I like to walk in the woods and look for mushrooms. 	A
3026	If you need more information, please look at the information sheet at the entrance. 	B
3027	In fact, our company needs to train some staff on how to deal with the complaints of customers. 	B
3028	In Poland rules that refer to how to dress at school aren't very strict; we don't wear any uniforms, but our clothes have to be clean and nice to look at. 	B
3029	But there is one difficulty which we should deal with. 	B
3030	I would like to give you some ideas of what people in my community want to listen to. 	B
3031	I am really willing to know more about horses and to learn how to deal properly with them. 	B
3032	I hope you will look carefully at the enclosed papers and I'm looking forward to hearing from you soon. 	B
3033	I hope that you'll come. 	A
3034	I think that it begins on 20 or 21 May. 	A
3035	My mother said that she can help us. 	A
3036	I heard that you are quite busy right now. 	A
3037	I hope you can go, buddy. 	A
3038	I think I left my phone there, maybe in your kitchen. 	A
3039	I think you should go visit the Kuala Lumpur Twin Towers. 	A
3040	I know it's impossible for you to come during examination time. 	A
3041	My mother said you can come to me at 6.30 pm. 	A
3042	I told you that she has a new car? 	A
3043	You promised me that you will help me to paint my bedroom. 	A
3044	Nisha told me you had an accident last week. 	A
3045	Now you're sixteen, I totally understand that you don't want to go on holiday with your parents. 	B
3046	When I got there, I realised that I wasn't the only winner. 	B
3047	I think also that you should say to your parents that you want to try a new experience with your friends. 	B
3048	 When I said to my friends that I had met with him, they didn't believe me. 	B
3049	I'm going to get up early on Saturday. 	A
3050	Shall we go out this weekend to a concert? 	A
3051	We can meet up at 2 pm. 	A
3052	If you have time, you can come over and I will introduce you to my friends. 	A
3053	Every day I can see the sea when I wake up. 	A
3054	I will pick you up and arrange everything. 	A
3055	Ring me up or send me an email if you have any questions. 	A
3056	You may need to throw it away, it'll be too dirty after painting. 	A
3057	Could you come here by nine o'clock to help me out? 	A
3058	I needed to hang out because my life was too jam-packed and hectic. 	B
3059	 Its battery had run out. 	B
3060	She cried a lot. Her feelings, emotions were all scattered. But Lisa didn't give up. 	B
3061	Were it not for my university, I would give up this class immediately. 	B
3062	I must travel to Mexico City because I won a novel contest and I need to pick up my award. 	B
3063	So I opened the envelope and took out the letter. 	B
3064	She turned off the phone and walked to the bathroom. 	B
3065	I heard about this club when I was watching T.V. and I wanted to check it out. 	B
3066	I really like shopping for clothes, but I hate trying them on because always when I finish, the shop assistant shows me more clothes. 	B
3067	So, think it over and tell me what you decide to do. 	B
3068	Some species are dying out, and keeping such animals in zoos where they can give life to new generations is the only way to prevent them from becoming completely extinct. 	B
3069	The following day my grandpa didn?t show up. 	B
3070	If you are not good enough at reading, you'll end up wasting your time. 	B
3071	I don't need to use my imagination while I'm surfing the internet, but if I'm reading a book I can build up the whole surroundings and the characters in my own head. 	B
3072	I had already booked my seat on the ferry-boat to Athens and I couldn't put off my crossing. 	B
3073	I can surf the internet and look up some useful information. 	B
3074	The concert finished very late and after the concert I had to clean up the hall. 	B
3075	I am glad that you have decided to take some time off and more glad because you are going to the U.S. 	B
3076	Another way is also to turn the computers off in the evenings. 	B
3077	It was necessary to call the electrician up. 	B
3078	If we can make these improvements, we might be able to work this problem out. 	B
3079	 I went to check them out last week and here is my review of the two concerts. 	C
3080	 I tried to clean it up as much as possible. 	C
3081	 We just need a small set and a little time to fix it up. 	C
3082	You know, I love your cooking! 	A
3083	I have very good friends. 	A
3084	She comes from India. 	A
3085	She has long, dark hair and brown eyes. 	A
3086	He gets up at 6 o'clock and goes to work. 	A
3087	I heard from our neighbours about you. 	A
3088	My grandmother lived in a village and I often went there. 	A
3089	I am 22 years old. 	A
3090	There are 4 rooms. 	A
3091	And I like my home because it's not too big and it's a very nice flat. 	A
3092	It was very nice. 	A
3093	I am writing to tell you what I do every day at college. 	A
3094	I'm working today. 	A
3095	We are going to the park. 	A
3096	Can you bring some music with you to the dinner. 	A
3097	I'll be very happy to help you. 	A
3098	I would like to eat some Spanish food. 	A
3099	It has been a long time since I saw you. 	A
3100	I have left my suitcase in your house. 	A
3101	Have you got a mobile phone? 	A
3102	I haven't emailed you in a long time. 	A
3103	 Yes, I do. I am really excited about the idea. 	A
3104	Do you like shopping? 	A
3105	Did you buy a new mobile phone? 	A
3106	I thought that I wouldn't find nice clothes for me, but surprisingly, I did. 	A
3107	Why didn't you come to my birthday party? 	A
3108	It makes me feel comfortable and the room looks bigger with the colour. 	A
3109	My bedroom will be blue because the colour blue always looks fresh and I like it if it's always fresh. 	A
3110	And I think we should go somewhere else to have a drink after the film. 	A
3111	Please wear some of your old and torn clothes because they might get dirty. 	A
3112	You've got to bring paintbrushes, paper and paint, that's all. 	A
3113	You don't have to bring anything except your clothes. 	A
3114	But we used to play together every single day! 	B
3115	I think you ought to join a gym and you should go for a walk at least three times a week. 	B
3116	You needn't worry about where we can stay. 	B
3117	I think that they are rather jealous because they daren't give up their car. 	B
3118	I like to go to the zoo. 	A
3119	Sometimes I don't like to go out because It's very cold. 	A
3120	I want to invite you for dinner. 	A
3121	I like to work with my teacher. 	A
3122	I don't like to eat at College. 	A
3123	I like reading lots of magazines. 	A
3124	I don't like doing homework in college. 	A
3125	I like learning grammar. 	A
3126	I like travelling by car. 	A
3127	I would like to meet you to give you some information about the Brannl State and the shops near her. 	A
3128	I'd like to invite you on Sunday about six o'clock in the evening. 	A
3129	I bought them because I hope to go to England this year and the weather isn't very good. 	A
3130	Please remember to bring your pyjamas and your tooth brush. 	A
3131	Don't forget to come. 	A
3132	I love to play football. 	A
3133	I love to cook. 	A
3134	I prefer to play football but I often go to the gym. 	A
3135	I hate to watch any sports. 	A
3136	I love cooking and also baking. 	A
3137	I love listening to music, especially hip-hop music. 	A
3138	I hate wearing trousers in summer. 	A
3139	I'd love to do the concert. 	A
3140	I'd love to hear it! 	A
3141	We enjoy playing the piano and singing together. 	A
3142	You know I really enjoy listening to music. 	A
3143	? it's one of the reasons I decided to change class. 	B
3144	I'm going to buy pictures to hang on the wall, because my room seems to be very cold and very unfriendly. 	B
3145	I would prefer to pay by cash. 	B
3146	I would prefer to meet you at six o'clock instead of four, at the café in my hometown. 	B
3147	I'd prefer to go on holiday with my friends. 	B
3148	I would like to stay there a few years to finish studying and to have my own money to start thinking of travelling. 	B
3149	So, would you mind telling Mr and Mrs Thomas. 	B
3150	I wanted to help him to make some friends. He's just like me. 	B
3151	I hope that it will help you to keep fit. 	B
3152	I hope my advice can help you choose where to go. 	B
